B2B Sales Region,Company Name,Fiscal Period,Created Date,Close Date,Age,Stage(SFDC),Probability (%),Forecast Category,Marketing Name,Product Description,Quantity,Total Price (Local),Total Price (converted USD),Product Number,Product Line,Life Cycle Status,Last Modified Date,Deal ID,Product Group Name,Company Segmentation,Company Designation,Account Category,Account Record Type,Account Type,FY,FQ
GEM,LocalBiz072 Solutions,2026-Q4,2023-02-06,2026-01-16,81,Pipeline,78,Pipeline,Slim Folio Pro,Slim Folio Pro - Business Edition,130,363471.03,363471.03,960-100009,Line-09,EOM,2025-03-09,006403918244QAN,Headsets Group,SMB,Territory,Territory,End Customer,Local Customer,2026,Q4
NAM,LocalBiz044 Solutions,2026-Q3,2023-07-06,2026-11-04,251,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,64,56327.0,56327.0,960-100005,Line-05,Active,2025-02-07,006867974336QAN,VC Services Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q3
GCN,LocalBiz068 Solutions,2024-Q4,2023-06-16,2024-11-01,290,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,105,237370.15,237370.15,960-100009,Line-09,Active,2025-10-24,006267322679QAN,Headsets Group,Enterprise,Named,Named,End Customer,Local Customer,2024,Q4
GEM,GlobalCorp013 Industries,2026-Q2,2023-02-23,2026-01-05,182,Commit,39,Commit,Zone Wireless Plus,Zone Wireless Plus - Business Edition,189,293183.89,293183.89,960-100006,Line-06,Active,2025-04-03,006349399366QAN,VC Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q2
EAD,GlobalCorp018 Industries,2026-Q4,2023-04-18,2026-06-22,363,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,193,514380.21,514380.21,960-100009,Line-09,Active,2025-10-14,006567126792QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q4
EAD,LocalBiz018 Solutions,2025-Q1,2023-06-17,2025-06-20,369,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,155,8023.41,8023.41,960-100007,Line-07,Active,2025-07-19,006865170645QAN,Tablet Keyboards Group,SMB,Territory,Named,End Customer,Local Customer,2025,Q1
NAM,LocalBiz028 Solutions,2025-Q4,2023-02-23,2026-03-09,122,Need Assessment,26,Commit,Slim Folio Pro,Slim Folio Pro - Business Edition,98,247743.35,247743.35,960-100009,Line-09,Active,2025-09-15,006242427245QAN,Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q4
EAD,GlobalCorp022 Industries,2025-Q1,2023-04-21,2025-09-12,198,Pipeline,46,Pipeline,MeetUp,MeetUp - Business Edition,35,80311.48,80311.48,960-100001,Line-01,Phase out,2025-11-21,006570923188QAN,PC Keyboards & Combos Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q1
EAD,LocalBiz079 Solutions,2025-Q4,2023-09-27,2025-12-01,23,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,74,113388.25,113388.25,960-100003,Line-03,Obsolete,2025-05-07,006115927403QAN,Tablet Keyboards Education Group,Enterprise,Named,Named,End Customer,Local Customer,2025,Q4
EAD,LocalBiz005 Solutions,2025-Q2,2023-05-12,2026-07-19,326,Pipeline,31,Pipeline,MeetUp,MeetUp - Business Edition,10,6231.07,6231.07,960-100001,Line-01,Active,2025-06-15,006302058228QAN,PC Keyboards & Combos Group,SMB,Named,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz041 Solutions,2025-Q4,2023-10-01,2025-07-23,36,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,135,110660.82,110660.82,960-100009,Line-09,Active,2025-11-25,006984575300QAN,Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q4
GEM,GlobalCorp002 Industries,2026-Q1,2023-03-23,2027-07-06,34,Commit,50,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,78,113924.37,113924.37,960-100006,Line-06,EOM,2025-03-26,006638732575QAN,VC Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q1
NAM,LocalBiz053 Solutions,2026-Q3,2023-04-21,2026-04-06,126,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,10,4880.95,4880.95,960-100006,Line-06,Active,2025-01-10,006777597166QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q3
NAM,LocalBiz022 Solutions,2027-Q1,2023-07-13,2028-11-18,271,Pipeline,69,Commit,Slim Folio Pro,Slim Folio Pro - Business Edition,130,151549.1,151549.1,960-100009,Line-09,Active,2025-10-01,006545192906QAN,Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2027,Q1
NAM,GlobalCorp025 Industries,2025-Q3,2023-08-01,2025-05-06,145,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,173,287041.0,287041.0,960-100008,Line-08,Active,2025-09-02,006732526175QAN,Gaming PC Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2025,Q3
EAD,LocalBiz095 Solutions,2025-Q2,2023-02-23,2025-02-16,152,Upside,83,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,186,416197.32,416197.32,960-100007,Line-07,LTS,2025-10-16,006321032147QAN,Tablet Keyboards Group,SMB,Named,Named,End Customer,Local Customer,2025,Q2
GEM,LocalBiz016 Solutions,2026-Q3,2023-12-09,2026-04-18,205,Commit,88,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,120,217489.95,217489.95,960-100003,Line-03,Active,2025-05-23,006474131545QAN,Tablet Keyboards Education Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q3
EAD,GlobalCorp026 Industries,2026-Q3,2023-10-19,2027-12-17,273,Pipeline,42,Pipeline,MeetUp,MeetUp - Business Edition,181,110680.43,110680.43,960-100001,Line-01,Active,2025-03-11,006298859824QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q3
GCN,GlobalCorp026 Industries,2025-Q1,2023-08-22,2026-05-22,318,Need Assessment,10,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,46,102938.82,102938.82,960-100006,Line-06,Active,2025-06-16,006690413967QAN,VC Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q1
EAD,LocalBiz043 Solutions,2027-Q2,2023-10-25,2028-07-09,301,Pipeline,72,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,90,162853.21,162853.21,960-100009,Line-09,Phase out,2025-10-11,006585983745QAN,Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q2
GCN,LocalBiz079 Solutions,2027-Q2,2023-08-02,2027-08-02,234,Need Assessment,82,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,149,97988.52,97988.52,960-100009,Line-09,Active,2025-07-17,006482680317QAN,Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2027,Q2
NAM,LocalBiz095 Solutions,2025-Q1,2023-12-14,2025-08-02,134,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,78,135876.91,135876.91,960-100003,Line-03,Active,2025-04-22,006564522257QAN,Tablet Keyboards Education Group,SMB,,Territory,End Customer,Local Customer,2025,Q1
EAD,LocalBiz023 Solutions,2025-Q3,2023-11-05,2025-07-16,304,Closed Won,1,Closed,Tap Controller,Tap Controller - Business Edition,6,3963.79,3963.79,960-100002,Line-02,Active,2025-05-11,006203596174QAN,Webcams Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q3
NAM,GlobalCorp003 Industries,2026-Q4,2023-05-08,2026-05-09,149,Pipeline,20,Commit,Tap Controller,Tap Controller - Business Edition,93,83244.07,83244.07,960-100002,Line-02,LTS,2025-08-03,006341668726QAN,Webcams Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q4
EAD,LocalBiz090 Solutions,2027-Q2,2023-01-03,2027-07-14,223,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,169,418079.4,418079.4,960-100001,Line-01,Active,2025-12-07,006532001539QAN,PC Keyboards & Combos Group,SMB,Territory,Territory,End Customer,Local Customer,2027,Q2
NAM,GlobalCorp013 Industries,2024-Q4,2023-12-17,2024-06-25,330,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,82,180113.97,180113.97,960-100003,Line-03,Active,2025-08-19,006629911230QAN,Tablet Keyboards Education Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
GCN,LocalBiz098 Solutions,2024-Q4,2023-08-04,2024-11-21,362,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,10,24487.86,24487.86,960-100003,Line-03,Active,2025-06-18,006214908116QAN,Tablet Keyboards Education Group,SMB,Named,Territory,End Customer,Local Customer,2024,Q4
EAD,GlobalCorp021 Industries,2027-Q2,2023-10-06,2027-07-20,294,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,87,133283.73,133283.73,960-100007,Line-07,Active,2025-12-22,006470756139QAN,Tablet Keyboards Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q2
GCN,LocalBiz090 Solutions,2025-Q4,2023-05-24,2025-02-06,70,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,51,15398.89,15398.89,960-100007,Line-07,Active,2025-07-24,006869441210QAN,Tablet Keyboards Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q4
NAM,LocalBiz027 Solutions,2025-Q2,2023-10-26,2026-10-27,25,Commit,84,Upside,Slim Folio Pro,Slim Folio Pro - Business Edition,110,274178.36,274178.36,960-100009,Line-09,Active,2025-04-08,006461482109QAN,Headsets Group,SMB,Named,Named,End Customer,Local Customer,2025,Q2
NAM,LocalBiz064 Solutions,2026-Q2,2023-06-18,2027-02-15,110,Upside,81,Pipeline,Rally Bar,Rally Bar - Business Edition,84,115481.66,115481.66,960-100000,Line-00,LTS,2025-05-10,006762462806QAN,Video Collaboration Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q2
GEM,LocalBiz020 Solutions,2026-Q4,2023-02-05,2026-01-15,350,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,89,79330.78,79330.78,960-100007,Line-07,Active,2025-07-27,006237088309QAN,Tablet Keyboards Group,Enterprise,Territory,Territory,End Customer,Local Customer,2026,Q4
EAD,LocalBiz036 Solutions,2025-Q3,2023-03-03,2025-02-25,90,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,154,255932.73,255932.73,960-100004,Line-04,Active,2025-10-26,006107605502QAN,Pointing Devices Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q3
NAM,GlobalCorp002 Industries,2027-Q1,2023-10-24,2028-05-22,204,Pipeline,25,Upside,MeetUp,MeetUp - Business Edition,127,262278.77,262278.77,960-100001,Line-01,Active,2025-12-09,006771803935QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2027,Q1
GEM,LocalBiz072 Solutions,2027-Q1,2023-07-08,2027-09-21,355,Commit,24,Pipeline,MeetUp,MeetUp - Business Edition,143,92277.2,92277.2,960-100001,Line-01,Active,2025-04-11,006940932971QAN,PC Keyboards & Combos Group,Enterprise,Named,Territory,End Customer,Local Customer,2027,Q1
GEM,LocalBiz032 Solutions,2025-Q3,2023-04-08,2025-01-27,336,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,168,110496.41,110496.41,960-100006,Line-06,Active,2025-10-25,006137697835QAN,VC Headsets Group,Enterprise,,Territory,End Customer,Local Customer,2025,Q3
GEM,LocalBiz061 Solutions,2027-Q2,2023-05-02,2027-05-22,366,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,182,342614.94,342614.94,960-100003,Line-03,Active,2025-07-10,006858565231QAN,Tablet Keyboards Education Group,Enterprise,Named,Territory,End Customer,Local Customer,2027,Q2
GCN,LocalBiz049 Solutions,2025-Q4,2023-03-10,2025-01-07,171,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,105,242306.72,242306.72,960-100007,Line-07,Active,2025-06-15,006373995524QAN,Tablet Keyboards Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q4
GCN,LocalBiz054 Solutions,2026-Q4,2023-02-04,2026-04-18,101,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,36,105516.79,105516.79,960-100007,Line-07,Active,2025-05-18,006949055650QAN,Tablet Keyboards Group,SMB,,Territory,End Customer,Local Customer,2026,Q4
GCN,LocalBiz034 Solutions,2024-Q4,2023-04-05,2025-09-13,354,Pipeline,10,Upside,MeetUp,MeetUp - Business Edition,28,20260.16,20260.16,960-100001,Line-01,Active,2025-01-16,006975938042QAN,PC Keyboards & Combos Group,Enterprise,,Named,End Customer,Local Customer,2024,Q4
GEM,LocalBiz059 Solutions,2026-Q4,2023-09-04,2027-01-06,199,Pipeline,11,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,150,41786.22,41786.22,960-100006,Line-06,Active,2025-07-15,006607880350QAN,VC Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2026,Q4
EAD,LocalBiz011 Solutions,2027-Q1,2023-11-04,2027-08-17,195,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,80,130532.67,130532.67,960-100009,Line-09,Active,2025-06-18,006585157880QAN,Headsets Group,SMB,,Territory,End Customer,Local Customer,2027,Q1
GCN,LocalBiz090 Solutions,2027-Q2,2023-07-16,2027-08-04,165,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,87,45015.69,45015.69,960-100009,Line-09,Active,2025-01-18,006484198692QAN,Headsets Group,SMB,Named,Named,End Customer,Local Customer,2027,Q2
GCN,GlobalCorp019 Industries,2024-Q4,2023-07-25,2024-04-04,117,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,52,151898.22,151898.22,960-100003,Line-03,Active,2025-02-02,006499546692QAN,Tablet Keyboards Education Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q4
GEM,GlobalCorp010 Industries,2026-Q4,2023-12-19,2026-07-05,392,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,138,110608.2,110608.2,960-100009,Line-09,Active,2025-01-07,006683732301QAN,Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q4
GEM,LocalBiz001 Solutions,2026-Q3,2023-03-04,2026-10-25,306,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,189,531219.86,531219.86,960-100003,Line-03,Active,2025-08-01,006393913021QAN,Tablet Keyboards Education Group,Enterprise,Named,Named,End Customer,Local Customer,2026,Q3
EAD,LocalBiz014 Solutions,2027-Q2,2023-12-16,2027-06-25,312,Closed Won,1,Closed,Rally Bar,Rally Bar - Business Edition,71,73886.74,73886.74,960-100000,Line-00,EOM,2025-04-20,006303172325QAN,Video Collaboration Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q2
GCN,GlobalCorp025 Industries,2027-Q2,2023-01-01,2027-05-18,237,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,57,49765.24,49765.24,960-100005,Line-05,Active,2025-05-03,006454644712QAN,VC Services Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2027,Q2
GEM,LocalBiz038 Solutions,2025-Q4,2023-06-19,2025-04-20,373,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,184,533847.92,533847.92,960-100001,Line-01,Active,2025-07-09,006126559312QAN,PC Keyboards & Combos Group,Enterprise,,Named,End Customer,Local Customer,2025,Q4
GEM,LocalBiz037 Solutions,2026-Q2,2023-02-04,2026-10-10,19,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,73,6707.25,6707.25,960-100003,Line-03,Active,2025-07-18,006261109364QAN,Tablet Keyboards Education Group,Enterprise,,Territory,End Customer,Local Customer,2026,Q2
GCN,LocalBiz094 Solutions,2026-Q1,2023-08-09,2026-04-06,196,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,197,43406.23,43406.23,960-100008,Line-08,Active,2025-05-18,006488949929QAN,Gaming PC Group,Enterprise,Named,Named,End Customer,Local Customer,2026,Q1
GCN,LocalBiz054 Solutions,2024-Q3,2023-09-15,2024-03-23,188,Commit,44,Commit,Rally Bar,Rally Bar - Business Edition,129,138485.23,138485.23,960-100000,Line-00,Active,2025-12-20,006905325524QAN,Video Collaboration Group,SMB,Territory,Named,End Customer,Local Customer,2024,Q3
GEM,LocalBiz080 Solutions,2027-Q1,2023-12-18,2027-07-22,167,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,112,325086.4,325086.4,960-100001,Line-01,LTS,2025-02-12,006959465287QAN,PC Keyboards & Combos Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q1
EAD,LocalBiz066 Solutions,2026-Q1,2023-12-04,2026-12-06,167,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,179,514894.83,514894.83,960-100008,Line-08,Phase out,2025-09-12,006789916097QAN,Gaming PC Group,SMB,Territory,Named,End Customer,Local Customer,2026,Q1
GEM,LocalBiz049 Solutions,2026-Q1,2023-09-12,2026-06-23,106,Closed Won,1,Closed,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,88,40476.35,40476.35,960-100003,Line-03,Active,2025-02-10,006355419749QAN,Tablet Keyboards Education Group,SMB,,Territory,End Customer,Local Customer,2026,Q1
NAM,GlobalCorp012 Industries,2026-Q1,2023-09-19,2026-10-15,252,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,17,12966.3,12966.3,960-100009,Line-09,Active,2025-07-23,006133357473QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q1
GCN,LocalBiz085 Solutions,2026-Q4,2023-03-03,2026-02-12,214,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,178,228072.34,228072.34,960-100005,Line-05,Active,2025-03-03,006396043004QAN,VC Services Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q4
NAM,LocalBiz064 Solutions,2026-Q1,2023-03-05,2026-02-04,393,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,88,66379.96,66379.96,960-100009,Line-09,Active,2025-03-21,006705235735QAN,Headsets Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q1
GEM,GlobalCorp004 Industries,2026-Q2,2023-08-12,2026-04-25,296,Upside,86,Commit,MX Keys for Business,MX Keys for Business - Business Edition,168,363550.08,363550.08,960-100004,Line-04,Active,2025-11-06,006904165392QAN,Pointing Devices Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2026,Q2
NAM,LocalBiz075 Solutions,2024-Q3,2023-06-15,2024-04-02,107,Pipeline,64,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,92,192782.66,192782.66,960-100003,Line-03,Active,2025-10-12,006786093892QAN,Tablet Keyboards Education Group,Enterprise,,Territory,End Customer,Local Customer,2024,Q3
NAM,LocalBiz074 Solutions,2026-Q3,2023-03-03,2026-12-13,376,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,97,118391.27,118391.27,960-100007,Line-07,Active,2025-11-07,006847997300QAN,Tablet Keyboards Group,Enterprise,Named,Territory,End Customer,Local Customer,2026,Q3
GEM,GlobalCorp010 Industries,2026-Q4,2023-04-25,2026-08-11,226,Pipeline,59,Pipeline,Zone Wireless Plus,Zone Wireless Plus - Business Edition,66,184302.78,184302.78,960-100006,Line-06,Active,2025-07-17,006980793132QAN,VC Headsets Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2026,Q4
EAD,LocalBiz041 Solutions,2027-Q1,2023-08-05,2028-02-22,49,Pipeline,61,Pipeline,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,89,119617.3,119617.3,960-100003,Line-03,Active,2025-05-07,006416738321QAN,Tablet Keyboards Education Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q1
NAM,LocalBiz089 Solutions,2025-Q1,2023-07-01,2025-10-15,16,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,123,257112.81,257112.81,960-100009,Line-09,Active,2025-03-02,006646008731QAN,Headsets Group,Enterprise,Named,Territory,End Customer,Local Customer,2025,Q1
NAM,LocalBiz065 Solutions,2027-Q1,2023-10-13,2028-05-07,128,Upside,16,Commit,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,24,46731.79,46731.79,960-100003,Line-03,LTS,2025-11-06,006687106756QAN,Tablet Keyboards Education Group,Enterprise,Named,Named,End Customer,Local Customer,2027,Q1
GEM,LocalBiz063 Solutions,2026-Q4,2023-04-03,2026-03-09,64,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,125,69159.16,69159.16,960-100005,Line-05,Active,2025-11-01,006944772793QAN,VC Services Group,SMB,Named,Named,End Customer,Local Customer,2026,Q4
GEM,GlobalCorp027 Industries,2024-Q3,2023-02-27,2024-06-14,193,Commit,72,Upside,MeetUp,MeetUp - Business Edition,91,29187.7,29187.7,960-100001,Line-01,Active,2025-12-07,006176778368QAN,PC Keyboards & Combos Group,Global,Strategic,Named,End Customer,Global Strategic Customer,2024,Q3
GCN,LocalBiz014 Solutions,2025-Q1,2023-06-10,2025-12-10,114,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,9,11784.06,11784.06,960-100004,Line-04,Active,2025-06-21,006383705392QAN,Pointing Devices Group,SMB,,Named,End Customer,Local Customer,2025,Q1
NAM,LocalBiz041 Solutions,2025-Q1,2023-11-16,2025-10-21,257,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,26,25511.77,25511.77,960-100009,Line-09,Active,2025-03-20,006704869470QAN,Headsets Group,SMB,Named,Named,End Customer,Local Customer,2025,Q1
GEM,LocalBiz091 Solutions,2027-Q1,2023-06-14,2027-06-27,217,Closed Won,1,Closed,MX Master 3S,MX Master 3S - Business Edition,90,69455.92,69455.92,960-100005,Line-05,LTS,2025-08-01,006317199220QAN,VC Services Group,SMB,,Named,End Customer,Local Customer,2027,Q1
GEM,LocalBiz035 Solutions,2026-Q2,2023-02-25,2026-05-24,93,Upside,18,Upside,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,8,20312.0,20312.0,960-100003,Line-03,Active,2025-10-22,006901398351QAN,Tablet Keyboards Education Group,SMB,Named,Territory,End Customer,Local Customer,2026,Q2
GCN,LocalBiz055 Solutions,2025-Q3,2023-06-14,2025-07-09,373,Closed Won,1,Closed,Rugged Combo 4,Rugged Combo 4 - Business Edition,93,9450.64,9450.64,960-100007,Line-07,Active,2025-09-25,006513805054QAN,Tablet Keyboards Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q3
NAM,LocalBiz059 Solutions,2025-Q1,2023-04-09,2025-12-08,283,Closed Won,1,Closed,Zone Wireless Plus,Zone Wireless Plus - Business Edition,133,357063.18,357063.18,960-100006,Line-06,Active,2025-02-25,006139681096QAN,VC Headsets Group,Enterprise,Territory,Named,End Customer,Local Customer,2025,Q1
NAM,GlobalCorp027 Industries,2024-Q3,2023-10-06,2024-10-20,53,Closed Won,1,Closed,Combo Touch,Combo Touch - Business Edition,182,185509.57,185509.57,960-100008,Line-08,Active,2025-10-18,006462745430QAN,Gaming PC Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2024,Q3
EAD,LocalBiz047 Solutions,2025-Q2,2023-09-15,2026-04-01,259,Commit,55,Upside,Rally Bar,Rally Bar - Business Edition,129,19012.69,19012.69,960-100000,Line-00,Active,2025-06-12,006306497580QAN,Video Collaboration Group,SMB,Named,Territory,End Customer,Local Customer,2025,Q2
GEM,LocalBiz048 Solutions,2026-Q4,2023-06-15,2027-04-16,271,Pipeline,20,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,16,36375.59,36375.59,960-100007,Line-07,Active,2025-03-04,006950281770QAN,Tablet Keyboards Group,Enterprise,,Named,End Customer,Local Customer,2026,Q4
GEM,LocalBiz070 Solutions,2027-Q1,2023-07-03,2027-07-09,204,Closed Won,1,Closed,Slim Folio Pro,Slim Folio Pro - Business Edition,178,305368.35,305368.35,960-100009,Line-09,Active,2025-10-01,006544421988QAN,Headsets Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q1
EAD,LocalBiz050 Solutions,2026-Q1,2023-01-24,2026-04-18,35,Closed Won,1,Closed,MX Keys for Business,MX Keys for Business - Business Edition,164,100232.27,100232.27,960-100004,Line-04,Active,2025-06-04,006717908216QAN,Pointing Devices Group,SMB,Named,Named,End Customer,Local Customer,2026,Q1
EAD,LocalBiz060 Solutions,2025-Q1,2023-05-04,2026-03-22,164,Pipeline,77,Pipeline,Rugged Combo 4,Rugged Combo 4 - Business Edition,107,236924.36,236924.36,960-100007,Line-07,Active,2025-09-18,006260097813QAN,Tablet Keyboards Group,SMB,Territory,Territory,End Customer,Local Customer,2025,Q1
GCN,GlobalCorp021 Industries,2025-Q2,2023-03-09,2025-07-22,49,Pipeline,11,Commit,Slim Folio Pro,Slim Folio Pro - Business Edition,85,112319.17,112319.17,960-100009,Line-09,Active,2025-01-03,006901778534QAN,Headsets Group,Global,Strategic,Territory,End Customer,Global Strategic Customer,2025,Q2
EAD,LocalBiz082 Solutions,2025-Q1,2023-07-14,2025-11-05,247,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,144,197657.58,197657.58,960-100001,Line-01,Active,2025-05-17,006522388217QAN,PC Keyboards & Combos Group,Enterprise,Territory,Territory,End Customer,Local Customer,2025,Q1
NAM,LocalBiz003 Solutions,2024-Q3,2023-09-18,2025-09-17,143,Upside,15,Commit,Rally Bar,Rally Bar - Business Edition,100,263327.11,263327.11,960-100000,Line-00,Active,2025-04-18,006992252913QAN,Video Collaboration Group,SMB,,Named,End Customer,Local Customer,2024,Q3
NAM,LocalBiz020 Solutions,2027-Q1,2023-04-26,2027-02-10,112,Pipeline,66,Commit,MX Master 3S,MX Master 3S - Business Edition,173,304447.19,304447.19,960-100005,Line-05,Active,2025-07-14,006868315232QAN,VC Services Group,SMB,,Territory,End Customer,Local Customer,2027,Q1
NAM,LocalBiz023 Solutions,2027-Q2,2023-12-03,2027-09-10,185,Pipeline,39,Pipeline,Rally Bar,Rally Bar - Business Edition,126,200228.31,200228.31,960-100000,Line-00,Active,2025-03-14,006162542403QAN,Video Collaboration Group,Enterprise,Territory,Named,End Customer,Local Customer,2027,Q2
GCN,LocalBiz022 Solutions,2027-Q2,2023-12-15,2027-07-09,130,Closed Won,1,Closed,MeetUp,MeetUp - Business Edition,189,89526.1,89526.1,960-100001,Line-01,Active,2025-05-26,006371369321QAN,PC Keyboards & Combos Group,Enterprise,,Territory,End Customer,Local Customer,2027,Q2
GEM,LocalBiz045 Solutions,2026-Q3,2023-10-25,2027-07-06,126,Pipeline,33,Pipeline,MX Master 3S,MX Master 3S - Business Edition,55,51404.6,51404.6,960-100005,Line-05,Active,2025-12-26,006705683504QAN,VC Services Group,SMB,,Territory,End Customer,Local Customer,2026,Q3
GCN,LocalBiz047 Solutions,2027-Q1,2023-06-21,2028-02-21,187,Pipeline,39,Commit,BRIO 4K Webcam,BRIO 4K Webcam - Business Edition,104,14036.2,14036.2,960-100003,Line-03,Active,2025-09-19,006536288787QAN,Tablet Keyboards Education Group,Enterprise,Territory,Territory,End Customer,Local Customer,2027,Q1
